Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"Q. Zhao, H. Li, L. Zhang, Y. Cao, Study of PdO species on surface of TiO2 for photoreduction of CO2 into CH4, J. Photochem. Photobiol. A Chem. 384 (2019) 112032. https://doi.org/10.1016/j.jphotochem.2019.112032.",Vis,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,5,Pd,0,No,0,No,0,No,100,TiO2,No,3.28,20.34
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,SrTiO3,No,3.28,9.02
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.1,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,43.69
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.3,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,99.25
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.5,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,129.5
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.7,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,273
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,1,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,192
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.1,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,9.09
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.3,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,17.1
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.5,Ag,0,No,0,No,0,No,100,SrTiO3,No,3.28,21.19
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,0.7,Ag,0,No,0,No,0,No,100,SrTiO3,No,2.7,16.37
"S. Wan, M. Chen, M. Ou, Q. Zhong, Plasmonic Ag Nooparticles decorated SrTiO3 Noocubes for enhanced photocatalytic CO2 reduction and H2 evolution under visible light irradiation, J. CO2 Util. 33 (2019) 357–364. https://doi.org/10.1016/j.jcou.2019.06.024.",Vis,278,1,Gas,42,No,0,Hydrothermal,Thermal methods,298,1,Ag,0,No,0,No,0,No,100,SrTiO3,No,2.65,15.06
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",UV ,298,1,Gas,42,No,0,Solid state,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,2.65,1.72
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",UV ,298,1,Gas,42,No,0,Solid state,NP,298,0,No,0,No,34,Mg,0,No,100,C3N4,No,2.65,3.75
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",UV ,298,1,Gas,42,No,0,Solid state,NP,298,0,No,0,No,43,Mg,0,No,100,C3N4,No,2.65,6.94
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",UV ,298,1,Gas,42,No,0,Solid state,NP,298,0,No,0,No,51,Mg,0,No,100,C3N4,No,2.7,8.38
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",UV ,298,1,Gas,42,No,0,Solid state,NP,298,0,No,0,No,56,Mg,0,No,100,C3N4,No,2.65,4
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",Vis,298,1,Gas,42,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,3.2,1.04
"X. Dong, S. Zhang, H. Wu, Z. Kang, L. Wang, Facile one-pot synthesis of Mg-doped g-C3N4 for photocatalytic reduction of CO2, RSC Adv. 9 (2019) 28894–28901. https://doi.org/10.1039/c9ra04606b.",Vis,298,1,Gas,42,No,0,NP,NP,298,0,No,0,No,0.51,Mg,0,No,100,C3N4,No,2.75,2.57
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,2.75,1.08
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,0.1,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,7.12
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,0.3,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,12.62
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,0.5,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,17.58
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,1,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,10.8
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,1.5,Cu,0,No,0,No,0,No,100,TiO2,No,3.2,7.13
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,3.83
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,2.75,1.83
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,0.1,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,8.51
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,0.3,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,15.7
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,0.5,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,21.14
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,1,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,13.4
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,1.5,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,8.81
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,3.2,5.49
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,0.5,Cu,0,No,0,No,0,No,100,TiO2,No,2.75,35.7
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,2.75,0.68
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Commercial,Hydrothermal,298,0.5,Cu,0,No,0,No,0,No,100,TiO2,No,3.2,1.59
"L. Wang, S. Duan, P. Jin, H. She, J. Huang, Z. Lei, T. Zhang, Q. Wang, Anchored Cu(II) tetra(4-carboxylphenyl)porphyrin to P25 (TiO2) for efficient photocatalytic ability in CO2 reduction, Appl. Catal. B Environ. 239 (2018) 599–608. https://doi.org/10.1016/j.apcatb.2018.08.007.",Vis,293,1,Liquid,No,No,0,Hydrothermal,Hydrothermal,298,1.5,Cu,0,No,0,No,0,No,100,TiO2,No,3,3.09
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,CH3CN,6,Thermal methods,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,3.1,45
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,No,0,Thermal methods,Thermal methods,298,1,Co,0,No,0,No,0,No,100,C3N4,No,2.85,110
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,No,0,Thermal methods,Thermal methods,298,3,Co,0,No,0,No,0,No,100,C3N4,No,2.7,198
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,No,0,Thermal methods,Thermal methods,298,5,Co,0,No,0,No,0,No,100,C3N4,No,2.85,433
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,No,0,Thermal methods,Thermal methods,298,7,Co,0,No,0,No,0,No,100,C3N4,No,3.21,240.8
"X. Zhu, H. Ji, J. Yi, J. Yang, X. She, P. Ding, L. Li, J. Deng, J. Qian, H. Xu, H. Li, A Specifically Exposed Cobalt Oxide/Carbon Nitride 2D Heterostructure for Carbon Dioxide Photoreduction, Ind. Eng. Chem. Res. 57 (2018) 17394–17400. https://doi.org/10.1021/acs.iecr.8b04123.",Vis,283,7.5,Liquid,No,No,0,Thermal methods,Thermal methods,298,5,Co,0,No,0,No,0,No,100,C3N4,No,3.21,2.12
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.09,0.54
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.09,0.89
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,Photodeposition,298,0.5,Au,0,No,0,No,0,No,100,TiO2,No,3.09,2.52
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,Photodeposition,298,1,Au,0,No,0,No,0,No,100,TiO2,No,3.09,3.25
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,Photodeposition,298,2,Au,0,No,0,No,0,No,100,TiO2,No,3.21,1.9
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,Photodeposition,298,4,Au,0,No,0,No,0,No,100,TiO2,No,3,1.51
"X. Liu, M. Ye, S. Zhang, G. Huang, C. Li, J. Yu, P.K. Wong, S. Liu, Enhanced photocatalytic CO2 valorization over TiO2 hollow microspheres by synergetic surface tailoring and Au decoration, J. Mater. Chem. A. 6 (2018) 24245–24255. https://doi.org/10.1039/c8ta09661a.",Vis,298,1,Gas,,H2SO4,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3,0.99
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3,0.5
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Commercial,IW,298,2,MgO,0,No,0,No,0,No,100,TiO2,No,3,2.81
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3,3.19
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,0.1,MgO,0,No,0,No,0,No,100,TiO2,No,3,4.6
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,0.5,MgO,0,No,0,No,0,No,100,TiO2,No,3,6.13
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,1,MgO,0,No,0,No,0,No,100,TiO2,No,3,8.18
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,2,MgO,0,No,0,No,0,No,100,TiO2,No,3.1,10.22
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,5,MgO,0,No,0,No,0,No,100,TiO2,No,3,7.03
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,IW,298,10,MgO,0,No,0,No,0,No,100,TiO2,No,3,4.09
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,5,MgO,0,No,0,No,0,No,100,TiO2,No,3,3.78
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3,2.75
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,1,MgO,0,No,0,No,0,No,100,TiO2,No,3,6.17
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,2,MgO,0,No,0,No,0,No,100,TiO2,No,3,8.44
